nombre;calle;numero;localidad;partido;provincia;codpostal;delegacion;sede;reunion;creacion;socios;vencim;barrio;f_inscripc;desde;hasta
"CENTRO DE JYP ""LA PUESTA DEL SOL""";V CEBALLOS ;742;CAPITAL FEDERAL;;1;1035;6;3;LUN A VIE 15 A 19 HS;04-feb-04;120;13-Aug-10;;28-jun-04;04-Dec-10;04-feb-12
"CTRO. DE JYP. ""RAMON RUFINO FRIAS""";JUAN D. PERON;3390;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1215;6;1;;15-Aug-03;50;25-nov-10;;06-jul-04;25-nov-10;25-nov-12
"CENTRO DE JYP ""ABUELOS POR EL CAMBIO """;TAMBORINI ;6157;CAPITAL FEDERAL;;1;1431;6;9;T. LOS DIAS DE 16 A 20;30-Aug-03;280;07-feb-08;;24-Aug-04;30-sep-11;30-sep-13
CENTRO DE JYP CULTURAL Y SOCIAL ABUELOS PORTEÑOS;CRISOSTOMO ALVAREZ;2725;CAPITAL FEDERAL;;1;1406;6;1;L A V 18/20;25-feb-04;100;21-nov-11;;07-sep-04;21-nov-11;21-nov-13
"CENTRO DE JYP ""EL SOL DE VILLA REAL""";M. P. DE PERALTA ;1470;CAPITAL FEDERAL;;1;1408;6;1;LU-MI-JU DE 14 A 20 HS.;10-nov-99;150;15-nov-10;;08-sep-04;20-sep-09;20-sep-11
"CTRO DE JYP ""NUESTRO REFUGIO""";MARCOS PAZ;2699;CAPITAL FEDERAL;;1;1417;6;0;;19-Aug-04;200;29-mar-12;;08-sep-04;20-Dec-11;20-Dec-13
"CTRO DE JYP DEL CENTRO CULTURAL ""ACTUARTE""";ARISTOBULO DEL VALLE ;236;CAPITAL FEDERAL;;1;1160;6;1;L Y MR A PARTIR 14.30 HS;24-Apr-04;60;19-Jan-09;;05-oct-04;04-Apr-11;04-Apr-13
"CENTRO DE JYP ""NUESTRO MUNDO FELIZ""";NOGOYA;4682;CAPITAL FEDERAL;;1;1417;6;0;;28-jul-04;264;03-jun-13;;05-oct-04;28-jul-12;28-jul-14
"CTRO DE JYP ""HUGO DEL CARRIL DE VILLA DEL PARQUE""";NOGOYA ;3705;CAPITAL FEDERAL;;1;1417;6;5;S/D;16-oct-03;200;25-nov-09;;07-oct-04;16-oct-11;16-oct-13
"Asoc.de Asist. Soc,Doc,Rec.Tur.JYP ""Les Vieux Artistes de Buenos Aires""";AV. GARAY;494;CAPITAL FEDERAL;;1;1153;6;5;;25-may-04;51;18-Aug-04;;18-oct-04;25-may-04;25-may-08
CTRO DE JYP PARA EL DESARROLLO DE BUENOS AIRES;ARREGUI;3061;CAPITAL FEDERAL;;1;1417;6;0;SIN DATO;16-jul-04;51;19-jun-07;;29-oct-04;16-mar-07;16-mar-09
"CTRO DE JYP ""ESTRELLA DEL ONCE""";"AZCUENAGA PISO 1º ""C""";553/5;CAPITAL FEDERAL;;1;1024;6;1;MA-MI-VI 17 A 20 HS;02-Dec-99;812;29-Jan-08;ONCE;04-nov-04;28-Dec-09;28-Dec-12
"CTRO DE JYP ""EL ENCUENTRO CON AMIGOS""";ELPIDIO GONZALEZ;4807;CAPITAL FEDERAL;;1;1407;6;1;;08-nov-99;120;15-Apr-13;;04-nov-04;16-Jan-12;05-Jan-14
"ASOC.CIVIL CTRO. RECREATIVO DE JYP ""PLAZA VILLA REAL""";IRIGOYEN;2340;CAPITAL FEDERAL;;1;1408;6;5;LUN A VIE 14.30-A 1930 HS;13-jul-93;600;08-oct-13;;04-nov-04;28-Aug-13;28-Aug-15
"CENTRO DE JUBILADOS ""JARDIN DE LA MISTAD""";GALLO ;812;CAPITAL FEDERAL;;1;1425;6;0;LU A VI 17 A 20 HS;10-Dec-97;250;01-Dec-11;;25-nov-04;01-Dec-11;01-Dec-13
ASOC CIVIL MOVIMIENTO INDEPENDIENTE DE JYP DE CAPITAL FEDERAL;LAMADRID;369;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1162;6;5;L A V 10 / 19;28-nov-02;150;21-Jan-09;VILLA SOLDATI;13-Dec-04;16-Dec-09;16-Dec-10
"CTRO. DE JYP ""COMPARTIENDO ALEGRIAS""";LAUTARO;866;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1406;6;5;;18-mar-04;95;16-nov-11;;13-Dec-04;29-jul-11;29-jul-15
"ASOC MUT DE VENDEDORES DE DIARIOS, REVISTAS Y AFINES ""FLORENCIO SANCHEZ""";DEL BARCO CENTENERA;1359;CAPITAL FEDERAL;;1;1424;6;5;;30-Aug-04;110;22-feb-11;;07-Jan-04;22-feb-11;22-feb-13
"CTRO DE JYP ""DESHOJANDO MARGARITAS""";MONTIEL ;977;CAPITAL FEDERAL;;1;1408;6;1;LUN A SAB 15/19.30 ;11-mar-02;500;08-Jan-09;;10-Jan-05;04-jun-10;04-jun-14
LA CASITA DE LOS ABUELOS ASOCIACION CIVIL;VALENTIN VIRASORO;1941;CAPITAL FEDERAL;;1;1428;6;3;L A V 14/21;28-jul-03;40;09-oct-12;;11-Jan-05;04-sep-12;04-sep-14
"CTRO DE JYP ""AMISTAD Y UNION""";ANDONAEGUI;1246;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1427;6;4;MIE. A VIE. 14 A 19 HS.;02-oct-02;150;13-sep-12;;11-Jan-05;08-Aug-12;08-Aug-13
"CTRO. SOCIAL CULT, RECREAT, VILLA ORTUZAR ""LA ILUSION""";TRONADOR;532;CAPITAL FEDERAL;;1;1427;6;3;;01-Apr-04;32;02-jul-07;;07-feb-05;26-mar-07;26-mar-10
"CENTRO DE JYP ""CORAZONES SOLIDARIOS""";VARELA              ;3087;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1437;6;1;LU A VIE DE 14 A 20HS;21-mar-97;150;03-jun-13;;16-mar-05;21-mar-13;21-mar-15
CENTRO DE JUBILADOS, PENS Y DE LA TERCERA EDAD DE LA CASA DEL TEATRO;    AV. SANTA FE;1243;CAPITAL FEDERAL;;1;1058;6;2;;19-nov-04;31;16-mar-05;;16-mar-05;19-nov-04;19-nov-08
SUB-COMISION DE JYP LUGANO EN MARCHA;MURGUIONDO;3386;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1439;6;1;LU A SAB 9/13 YSAB 16/19;01-nov-04;120;07-Jan-13;;01-may-05;31-oct-12;31-oct-13
"CTRO DE JYP ""GENTE DE BARRIO""";SARANDI;266;CAPITAL FEFERAL;CAPITAL FEFERAL;1;1081;6;1;S/ DATO;10-sep-04;60;22-Dec-09;;11-Apr-05;21-Aug-09;20-Aug-11
"CTRO. DE JYP ""MIS AMORES""";JUAN B. JUSTO;2083;CAPITAL FEDERAL;;1;1416;6;9;;06-Dec-04;120;19-mar-07;;12-Apr-05;12-oct-06;12-oct-08
"CTRO. DE JYP ""LOS ANGELES DE LA TERCERA EDAD""";HUMBERTO I;2278;CAPITAL FEDERAL;;1;1219;6;5;T LOS DIAS 15 A 21 HS;14-sep-99;100;23-jul-12;;19-Apr-05;10-Apr-12;10-Apr-14
"CTRO DE JYP ""VEJEZ FELIZ"""; SANTO DOMINGO;3000;CAPITAL FEDERAL;;1;1435;6;9;;01-mar-01;130;27-nov-12;;03-may-05;15-oct-12;15-oct-14
"CTRO. DE JYP "" EL ENCUENTRO DE SAN TELMO""";CARLOS CALVO ;878;CAPITAL FEDERAL;;1;1130;6;1;LU MIE Y VIER DE 15 A 18;22-Jan-05;80;24-Aug-09;;03-jun-05;22-Jan-11;22-Jan-13
"CTRO DE JYP ""7 DE MAYO""";PAVON ;1753;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1130;6;9;LUN. A VIE. 11 A 20 HS;24-nov-04;80;27-nov-12;;10-jun-05;08-nov-12;08-nov-14
"CTRO DE JYP ""ELTIEMPO DE LOS SUEÑOS·""";BONIFACIO ;2759;CAPITAL FEDERAL;;1;1406;6;3;lu a sab 16/20 ;02-Dec-03;120;21-mar-11;;13-jun-05;21-mar-11;21-mar-13
"CTRO. DE JYP ""Dr ROQUE CARRANZA""";PAVON;2030;CAPITAL FEDERAL;;1;1254;6;5;;25-may-97;100;08-Aug-06;SAN CRISTOBAL;16-jun-05;01-jul-06;01-jul-10
"CTRO DE JYP ""YORGA SALOMON""";PICHINCHA;467;CAPITAL FEDERAL;;1;1082;6;5;LU A VI 14/16;02-sep-02;220;29-may-12;BALBANERA;29-jun-05;13-may-12;13-may-14
"CTRO DE JYP Y 3ª EDAD ""DON VICENTE""";SUAREZ;165;CAPITAL FEDERAL;;1;1162;6;1;LUN A VIE 15 A 19 HS.-;01-nov-04;100;23-Apr-09;;29-jun-05;31-jul-09;31-jul-11
"CTRO. DE JYP ""AMANECER DE PRIMAVERA""";DR. EMILIO RAVIGNANI ;1330;CAPITAL FEDERAL;;1;1414;6;1;L A V;21-Dec-04;400;14-feb-13;;18-jul-05;31-Dec-12;31-Dec-14
"CENTRO RECREATIVO Y CULTURAL PARA JYP ""UN LUGAR DIFERENTE""";EVA PERON;2416;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1406;6;1;LUN. A VIE. 9/13-16/20 HS;13-Jan-05;700;03-jun-13;FLORES;22-jul-05;10-may-13;10-may-15
"CTRO. DE JYP ""EL RINCON DE PATRICIOS""";JUJUY;1935;CAPITAL FEDERAL;;1;1247;6;1;;02-Jan-05;80;03-Dec-09;SAN CRISTOBAL P.PATRICIOS;22-jul-05;01-Jan-11;31-Dec-14
"CTRO. DE JYP ""LUCES DE BUENOS AIRES""";RICARDO MONNER SANS;4418;CAPITAL FEDERAL;;1;1417;6;1;L A S 16 A 20 HS;07-jun-04;60;13-Dec-10;MONTE CASTRO;26-jul-05;10-jun-10;10-jun-12
CTRO. DE JYP. SABINA OLMOS;PEDRO A. GARCIA;5606;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1439;6;0;;02-jul-05;150;03-jul-06;;25-Aug-05;15-jul-09;15-jul-11
"CTRO. DE JYP ""CARLOS CARELLA""";SAN NICOLAS;2398;CAPITAL FEDERAL;;1;1417;6;1;SIN DATO;09-may-05;125;03-jun-13;VILLA DEVOTO;06-sep-05;18-may-13;18-may-15
"CTRO. DE JYP ""VILLA DEL PARQUE""";SIMBRON;3070;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1417;6;9;;25-may-03;150;26-may-09;VILLA DEL PARQUE;12-sep-05;26-Apr-11;26-Apr-13
"CTRO. DE JYP ""UNA NUEVA LUZ EN LA BOCA""";ALMIRANTE BROWN;1361;CAPITAL FEDERAL;;1;1159;6;9;;06-may-05;83;09-feb-06;;13-sep-05;06-may-05;06-may-09
"CTRO DE JYP ""DEVOTO SUR""";NOGOYA;4712;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1417;6;1;LUN. A VIE. 17 A 21.30 HS;12-Apr-05;70;25-Jan-13;;23-sep-05;10-Jan-13;09-Jan-15
"CENTRO DE JYP ""RINCON DE ENSUEÑO""";12 DE OCTUBRE;1744;CAPITAL FEDERAL;;1;1416;6;1;LUN A VIE 11,30 A 20,30 H;07-jul-05;700;26-Dec-07;;26-sep-05;07-jul-09;07-jul-11
"CTRO DE JYP ""GRITO DE CORAZON""";MURGUIONDO;404;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1440;6;9;LUN. A VIE. 14 A 19:30 HS;03-Apr-05;270;25-Jan-12;;12-oct-05;14-Dec-12;14-Dec-14
"CENTRO DE JYP ""JOSEFA CARRIZO""";WENCESLAO VILLAFAÑE;480;CAPITAL FEDERAL;;1;1160;6;0;;03-oct-04;38;26-sep-11;;26-Dec-05;17-mar-11;17-mar-13
"CENTRO DE JYP ""LA MUCHACHADA DEL AYER""";VICTOR HUGO;1351;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1407;6;1;MAR. Y VIE. 13 A 20 HS.;12-may-05;100;08-jul-13;;28-Dec-05;06-may-13;06-may-15
"CENTRO DE JYP ""1º DE MAYO""";HIPOLITO IRIGOYEN ;2298;CAPITAL FEDERAL;;1;1223;6;1;;22-feb-04;100;20-Jan-09;;29-Dec-05;02-feb-08;02-feb-10
"CENTRO DE JYP ""LUNA BU """;LARSEN;2990;CAPITAL FEDERAL;;1;1419;6;1;L a V 10-12 Y 18-21 JHS;03-oct-05;495;13-Dec-11;VILLA PUEYRREDON;05-Jan-06;30-sep-11;30-sep-13
CTRO. DE JYP FE Y ESPERANZA PARA TODOS LOS ABUELOS DE LA PATERNAL;ALVAREZ JONTE;1630;CAPITAL FEDERAL;;1;1416;6;1;LU A VI 15 A 19 HS;02-nov-05;125;02-jul-08;LA PATERNAL;05-Jan-05;02-nov-07;31-oct-09
CTRO. DE JYP DEL CENTRO CULTURAL SOLIDARIDAD;MARIO BRAVO ;384;CAPITAL FEDERAL;;1;1175;6;1;;22-oct-04;0;08-Jan-09;;13-feb-06;22-oct-08;22-oct-10
"CTRO DE J, P, Y PARA LA TERCERA EDAD ""ARRAYANES""";SARAZA;2081;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1406;6;1;;06-may-05;180;13-may-13;;13-feb-06;06-may-13;06-may-15
"CENTRO DE JYP ""26 DE SEPTIEMBRE""";CAMPICHUELO;472;CAPITAL FEDERAL;;1;1405;6;4;;16-Aug-05;43;13-mar-06;;13-mar-06;12-sep-05;11-sep-08
"CENTRO DE JUBILADOS Y PENSIONADOS ""EMPEZAR DE NUEVO""";SOLDADO DE LA FRONTERA;5330;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1439;6;1;LUN. A VIE. 14 A 18 HS.;11-jul-01;50;24-Apr-12;;14-mar-06;14-Dec-10;14-Dec-12
"CTRO DE JYP ""24 DE FEBERERO""";AV. SAN MARTIN;7051;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1419;6;1;LUN. A SAB. 10 A 19 HS.;24-feb-98;200;05-Jan-12;;20-Apr-06;05-Jan-12;05-Jan-14
"CTRO DE JYP ""MI BANDERA""";COMBATE SAN CARLOS;5436;CAPITAL FEDERAL;;1;1439;6;9;;02-Aug-02;26;20-Apr-06;;20-Apr-06;20-feb-06;20-feb-08
"CENTRO DE JUBILADOS Y PENSIONADOS "" UNIDAD Y SOLIDARIDAD""";SARMIENTO ;2992;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1196;6;1;;08-feb-06;40;07-Aug-07;;12-may-06;01-feb-07;01-feb-09
"CENTRO DE JUBILADOS Y PENSIONADOS "" AMIGOS DE FLORESTA""";SANABRIA;1548;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1407;6;1;;16-Aug-05;100;08-Apr-09;;16-may-06;22-oct-08;22-oct-10
"CENTRO DE JYP ""GENTE FELIZ POMPEYA""";AV. DARACT ;2158;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1437;6;1;LUN A VIE POR LA TARDE;18-nov-05;28;28-nov-08;;15-jun-06;20-nov-08;20-nov-10
"CENTRO DE JYP ""AMIGOS DE PALERMO""";PARAGUAY;5198;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1425;6;5;LUN A VIE 16 A 20 HS.;29-jun-05;60;23-jun-07;;03-jul-06;23-jun-07;23-jun-09
"CTRO. DE JYP ""SUEÑOS CUMPLIDOS""";CURAPALIGUE;843;CAPITAL FEDERAL;;1;1406;6;1;;06-Apr-06;50;17-jul-06;;17-jul-06;06-Apr-06;06-Apr-08
CTRO DE JYP ESENCIA DE VIDA;ANDRES LAMAS;1467;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1416;6;1;LUN. A SAB. 16 A 20:30 HS;10-Aug-05;150;29-Dec-11;;28-Aug-06;10-Aug-11;10-Aug-13
CTRO DE JYP LOCOS X VIVIR;ECUADOR;1178;CAPITAL FEDERAL;;1;1425;6;5;;16-Aug-05;15;02-Aug-12;;28-Aug-06;20-Apr-12;20-Apr-14
CENTRO DE JYP UNA GOTA DE AMOR;SAN ANTONIO;481;CAPITAL FEDERAL;;1;1276;6;1;;26-may-06;223;20-may-10;BARRACAS;28-Aug-06;20-may-10;25-may-12
"CENTRO DE JYP ""GENERAL PAZ""";MARTINIANO LEGUIZAMON;3567;CAPITAL FEDERAL;;1;1439;6;5;;24-Apr-06;37;08-sep-06;V.LUGANO/FLORES;08-sep-06;28-jun-08;28-jun-10
CTRO. DE JYP RUCA MALEM;ARAUJO;2950;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1439;6;1;LUN. A SAB. 17 A 20 HS.;31-jul-06;400;28-feb-13;;17-oct-06;01-jul-12;01-jul-14
"CENTRO DE JYP ""SAN PEDRO TELMO""";GARAY ;463;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1169;6;1;;02-oct-98;180;05-jul-11;;03-nov-06;23-jun-11;23-jun-13
"CENTRO DE JYP ""CARLOS PELLEGRINI""";RODRIGUEZ PEÑA ;525;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1312;6;1;;20-jun-06;47;03-nov-06;;03-nov-06;01-mar-07;01-mar-09
"CENTRO DE JYP ""RENACER 2001""";LISANDRO DE LA TORRE;5151;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1439;6;5;LUN MIE Y VIE 16/19;24-Aug-06;110;09-oct-12;;03-nov-06;25-Aug-12;25-Aug-14
"CTRO DE JYP ""EL SUR DE LOS ABUELOS""";AV. COBO;526;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1429;6;1;LUN. MIE. VIE.17/20:30 HS;22-may-06;379;23-Jan-13;;11-Jan-07;03-Jan-13;03-Jan-15
"CTRO DE JYP ""JOVENES ADULTOS""";Bº RIVADAVIA 1 CASA 452;452;CAPITAL FEDERAL;;1;1406;6;1;;03-oct-06;32;09-Dec-10;RIVADAVIA 1;18-Jan-07;03-oct-12;03-oct-14
"CTRO DE LA TERCERA EDAD ""UNION CORAZONES JOVENES""";PAVON ;1923;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1258;6;5;;15-Aug-06;50;11-Jan-13;;18-Jan-07;15-Aug-11;15-Aug-13
"CTRO DE JYP ADULTOS MAYORES"" EL TAXISTA PARA TODA LA COMUNIDAD""";VENEZUELA;1530;CAPITAL FEDERAL;;1;1095;6;1;;30-sep-06;33;18-Jan-07;;18-Jan-07;20-sep-06;24-sep-10
"CTRO CULTURAL DE JYP ""AMIGOS DE NIKKEI  SOLIDARIA""";AV. SAN JUAN;2651;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1232;6;5;;28-sep-06;79;25-Jan-07;;25-Jan-07;27-sep-06;27-sep-10
"CENTRO DE JUBILADOS Y PENSIONADOS ""SUEÑOS""";BERMUDEZ;526;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1407;6;1;LUN A VIE 15 A 20 HS.;30-Aug-06;120;12-sep-08;FLORESTA;09-feb-07;18-oct-10;18-oct-12
"CENTRO DE JYP ""POR UNA VIDA DIGNA""";PJE. ALEMANIA;2798;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1430;6;1;LUN. A VIE. 8 A 18 HS.;16-sep-06;350;07-Jan-13;;20-feb-07;17-sep-12;17-sep-14
"CENTRO DE JUBILADOS Y PENSIONADOS ""ESQUINA DE ENCUENTRO""";CARACAS ;2500;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1417;6;8;LUN. A SAB. 17 A 19 HS.;14-jul-05;180;08-Jan-09;;20-feb-07;19-Dec-11;20-Dec-13
"CTRO DE JUBILADOS Y PENSIONADOS ""MOMENTOS ALEGRES""";EVA PERON;2118;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1406;6;1;;02-oct-06;45;29-sep-11;;14-mar-07;02-Aug-11;02-Aug-13
"CENTRO DE JYP ""LUCERITO ALBA""";CHCABUCO;1174;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1069;6;5;;23-Dec-06;37;15-mar-07;;15-mar-07;23-Dec-06;23-Dec-08
CTRO DE JYP SAN EXPEDITO;FERNANDEZ;1480;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1407;6;5;MAR JUE 15 A 20 HS;19-jul-06;80;22-Jan-13;PARQUE AVELLANEDA;24-Apr-07;20-oct-12;20-oct-14
"CENTRO DE JUBILADOS Y PENSIONADOS ""DEL BICENTENARIO""";COCHABAMBA;4210;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1252;6;1;MARTES JUEVES VIERNES;12-feb-07;58;23-Jan-13;;11-may-07;08-Jan-13;08-Jan-15
"CENTRO DE JYP ""LLAMAS VIVAS""";AV RIESTRA ;6030;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1439;6;1;LU A SAB  9.30/12 17/20 ;06-Jan-05;280;01-sep-11;VILLA LUGANO;24-may-07;04-Apr-11;04-Apr-14
CENTRO DE JYP DEL CLUB AÑASCO;MANUEL A. RODRIGUEZ ;2650;CAPITAL FEDERAL;;1;1426;6;4;LU A MIE 13/18;04-Aug-05;70;08-jul-13;;02-jul-07;13-jun-13;13-jun-15
CENTRO DE JYP MI NUEVO RENACER;CRISOLOGO LARRALDE;3753;CAPITAL FEDERAL;;1;1430;6;1;LUN/VIER 10 A 19:30 HS.;17-Jan-07;500;20-nov-12;;02-jul-07;10-nov-12;10-nov-14
"CENTRO DE JYP ""CARLOS A. MORA""";NICASIO OROÑO;2242;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1416;6;0;SIN DATO;30-jul-06;130;19-Apr-13;;02-jul-07;15-nov-12;15-nov-14
ASOCIACION CIVIL LOS GALANCITOS;CAMILO TORRES LOCAL 23;2050;CAPITAL FEDERAL;;1;1406;6;1;L A V 9/18;07-jul-06;120;24-Jan-12;RIVADAVIA 1;19-jul-07;16-Jan-12;16-Jan-14
CENTRO DE JYP MEMORIA, VERDAD Y JUSTICIA;MARCOS PAZ;2561;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1417;6;5;S / DATO;13-sep-06;34;23-Aug-07;;23-Aug-07;09-nov-11;09-nov-14
CENTRO DE JYP TATA Y BEBEA;SAN JOSE;891;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1101;6;1;S / DATO;18-Jan-07;41;21-sep-07;;21-sep-07;18-Jan-07;18-Jan-09
CENTRO DE JYP CARACAS;CARACAS;2321;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1416;6;1;MAR MIE VIE. 14 A 19 H;18-may-07;300;04-feb-13;;28-sep-07;04-feb-13;04-feb-15
CENTRO DE JUBILADOS Y PENSIONADOS VIRGEN DE LUJAN;ANGEL J. CARRANZA;1327;CDAD. AUTONOMA DE BUENOS AIRES;CDAD. AUTONOMA DE BUENOS AIRES;1;1414;6;0;S / DATO;01-may-99;30;23-oct-07;;23-oct-07;01-mar-07;01-mar-09
"CENTRO DE JYP ""EL SOL DE VILLA CRESPO""";GALICIA ;199;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1414;6;1;LUN. A VIE. 16 A 20 HS.;03-Aug-07;120;06-Aug-10;;09-oct-07;03-Aug-11;03-Aug-13
ASOCIACION CIVIL DE TERCERA EDAD LA ESPERANZA DE PARQUE CHAS;ARISMANDI;2801;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1427;6;1;LUN. A VIE. 15 A 20 HS.;24-Aug-04;160;29-Dec-13;;14-Dec-07;06-Dec-11;10-Dec-13
CENTRO DE JYP UNA MANO AMIGA;DIOGENES TABORDA;886;C.A.B.A.;CAPITAL FEDERAL;1;1437;6;5;S/ DATO;20-sep-07;40;23-Jan-08;;23-Jan-08;20-sep-07;20-sep-09
"CENTRO DE JYP ""EL FUTURO""";TRIUNVIRATO;5852;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1431;6;1;LUN A DOM 8:30 A 20 HS.;25-Aug-07;150;05-nov-13;;08-feb-08;23-Aug-13;23-Aug-15
"CENTRO DE JYP Y VECINOS "" BARRIO ALVEAR """;JOSE E. RODO;4191;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1407;6;5;LU A VI 16 A 20 HS;03-Aug-07;50;22-mar-12;;07-mar-08;17-Aug-11;17-Aug-13
"CENTRO DE JUBILADOS Y PENSIONADOS ""HUGO DEL CARRIL""";AV. DE LOS CONSTITUYENTES;5601;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1431;6;5;S/ DATO;07-may-93;50;25-mar-08;;25-mar-08;16-jun-07;16-jun-08
"CENTRO DE JYP ""YO SOY LUZ""";TERRERO;300;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1406;6;5;LUN. A SAB. 17 A 20 HS.;31-oct-07;150;18-Apr-13;;22-Apr-08;15-Apr-13;15-Apr-15
"CENTRO DE JYP ""LA FLOR DEL PARQUE""";NOGOYA;3045;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1417;6;5;S / DATO;02-Jan-06;75;29-mar-10;;04-jun-08;01-Jan-12;31-Dec-13
"CENTRO DE JYP "" EL ZORZAL """;CORONEL DIAZ;2333;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1425;6;0;S / DATO;30-Jan-07;35;11-jul-08;;11-jul-08;26-feb-11;26-feb-13
"CENTRO DE JYP ""MANUEL UGARTE""";CENTENERA ;1369;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1437;6;3;S / DATO;09-oct-07;150;04-jun-09;;30-jul-08;04-jun-09;09-oct-11
"CENTRO DE JYP ""VECINOS DEL BICENTENARIO""";PRUDAN;1254;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1242;6;1;S / DATO;15-Jan-08;36;23-Apr-13;;05-Aug-08;24-nov-12;24-nov-14
"CENTRO DE JYP ""TODOS UNIDOS""";PEDRO MORAN;2446;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1419;6;1;LUN. A VIE. 16 A 20 HS.;25-Jan-08;120;23-jul-13;;21-oct-08;08-Apr-13;08-Apr-15
"CENTRO DE JYP ""7 DE JUNIO""";BERMUDEZ;526;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1407;6;5;LUN. A VIE. 14 A 20 HS.;24-Jan-08;300;07-jun-12;;23-oct-08;20-Dec-12;20-Dec-14
"CENTRO DE JYP ""LOS ABUELOS DEL TRITON""";GENA;565;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1437;6;4;S/DATO;02-Apr-08;36;27-oct-08;;27-oct-08;02-Apr-08;02-Apr-10
"CTRO. DE JYP ""GENERACION POR BUENOR AIRES""";VELASCO;337;CAPITAL FEDERAL;;1;1414;6;1;LUN/VIER 9:00 20:00HS.;05-Jan-06;320;05-Dec-08;;05-Dec-08;13-nov-10;15-oct-12
CTRO DE JYP AMIGOS DE SAN TELMO;PIEDRAS;1332;CAPITAL FEDERAL;;1;1148;6;4;;25-Jan-99;70;15-Dec-08;;15-Dec-08;25-mar-10;25-mar-12
CTRO JYP VIDA NUEVA JUNTOS;RAMIREZ DE VELAZCO;10362;CAPITAL FEDERAL;CAPITAL FEDERAL;1;1414;6;1;LU A VIE 16 A 20 HS;23-Apr-08;60;16-mar-12;;12-Jan-09;10-Jan-12;10-Jan-15
CTRO JYP BASILICATA;AV. SAN JUAN;3860;CAPITAL FEDERAL;;1;1233;6;1;;10-mar-08;71;12-Jan-09;;12-Jan-09;01-mar-12;01-mar-14
CTRO JYP LOS CAMINANTES;ANDONAEGUI;3148;CAPITAL FEDERAL;;1;1431;6;1;;05-sep-08;30;21-oct-11;VILLA URQUIZA;12-Jan-09;09-sep-11;09-sep-13
CTRO JYP LA ARMONIA;COSSIO ;7408;CAPITAL FEDERAL;;1;1408;6;1;;11-feb-07;21;21-may-09;LINIERS;12-Jan-09;11-feb-09;11-feb-11
CTRO JYP NIETOS DE LUGANO;MONTIEL;5382;CAPITAL FEDERAL;;1;1439;6;5;;04-nov-04;150;03-jun-13;;12-Jan-09;12-oct-12;04-nov-14
CTRO JYP VIRGEN DE URKUPIÑA;BARRIO RIVADAVIA;;CAPITAL FEDERAL;;1;1406;6;1;;15-may-08;200;13-Apr-12;;12-Jan-09;15-mar-12;15-mar-14
